male,eth,age,income,state,N
0,3,1,1,50,99114
0,3,1,2,1,48501
0,3,1,2,2,45268
0,3,1,2,3,55345
0,3,1,2,4,61712
0,3,1,2,5,67813
0,3,1,2,6,73151
0,3,1,2,7,65863
0,3,1,2,8,71266
0,3,1,2,9,63313
0,3,1,2,10,53124
0,3,1,2,11,44378
0,3,1,2,12,41687
0,3,1,2,13,60007
0,3,1,2,14,43231
0,3,1,2,15,53157
0,3,1,2,16,52173
0,3,1,2,17,67084
0,3,1,2,18,38130
0,3,1,2,19,43208
0,3,1,2,20,38967
0,3,1,2,21,37948
0,3,1,2,22,39423
0,3,1,2,23,37177
0,3,1,2,24,51715
0,3,1,2,25,71955
0,3,1,2,26,58627
0,3,1,2,27,61966
0,3,1,2,28,64181
0,3,1,2,29,67477
0,3,1,2,30,37702
0,3,1,2,31,55949
0,3,1,2,32,60958
0,3,1,2,33,70617
0,3,1,2,34,44561
0,3,1,2,35,53890
0,3,1,2,36,46326
0,3,1,2,37,39247
0,3,1,2,38,55845
0,3,1,2,39,63103
0,3,1,2,40,66880
0,3,1,2,41,44216
0,3,1,2,42,41223
0,3,1,2,43,42124
0,3,1,2,44,70997
0,3,1,2,45,59856
0,3,1,2,46,54327
0,3,1,2,47,45002
0,3,1,2,48,67491
0,3,1,2,49,62457
0,3,1,2,50,69380
0,3,1,3,1,20786
0,3,1,3,2,19401
0,3,1,3,3,23719
0,3,1,3,4,26448
0,3,1,3,5,29063
0,3,1,3,6,31350
0,3,1,3,7,28227
0,3,1,3,8,30542
0,3,1,3,9,27134
0,3,1,3,10,22768
0,3,1,3,11,19019
0,3,1,3,12,17866
0,3,1,3,13,25717
0,3,1,3,14,18527
0,3,1,3,15,22781
0,3,1,3,16,22360
0,3,1,3,17,28750
0,3,1,3,18,16341
0,3,1,3,19,18518
0,3,1,3,20,16700
0,3,1,3,21,16263
0,3,1,3,22,16896
0,3,1,3,23,15933
0,3,1,3,24,22164
0,3,1,3,25,30838
0,3,1,3,26,25126
0,3,1,3,27,26557
0,3,1,3,28,27506
0,3,1,3,29,28919
0,3,1,3,30,16158
0,3,1,3,31,23978
0,3,1,3,32,26125
0,3,1,3,33,30264
0,3,1,3,34,19098
0,3,1,3,35,23096
0,3,1,3,36,19854
0,3,1,3,37,16820
0,3,1,3,38,23934
0,3,1,3,39,27044
0,3,1,3,40,28663
0,3,1,3,41,18950
0,3,1,3,42,17667
0,3,1,3,43,18053
0,3,1,3,44,30427
0,3,1,3,45,25653
0,3,1,3,46,23283
0,3,1,3,47,19287
0,3,1,3,48,28925
0,3,1,3,49,26767
0,3,1,3,50,29734
0,3,2,1,1,34643
0,3,2,1,2,32334
0,3,2,1,3,39532
0,3,2,1,4,44080
0,3,2,1,5,48438
0,3,2,1,6,52250
0,3,2,1,7,47045
0,3,2,1,8,50904
0,3,2,1,9,45224
0,3,2,1,10,37946
0,3,2,1,11,31699
0,3,2,1,12,29776
0,3,2,1,13,42862
0,3,2,1,14,30879
0,3,2,1,15,37969
0,3,2,1,16,37266
0,3,2,1,17,47917
0,3,2,1,18,27236
0,3,2,1,19,30863
0,3,2,1,20,27834
0,3,2,1,21,27105
0,3,2,1,22,28160
0,3,2,1,23,26555
0,3,2,1,24,36940
0,3,2,1,25,51397
0,3,2,1,26,41876
0,3,2,1,27,44262
0,3,2,1,28,45844
0,3,2,1,29,48198
0,3,2,1,30,26930
0,3,2,1,31,39964
0,3,2,1,32,43541
0,3,2,1,33,50441
0,3,2,1,34,31829
0,3,2,1,35,38493
0,3,2,1,36,33090
0,3,2,1,37,28034
0,3,2,1,38,39889
0,3,2,1,39,45074
0,3,2,1,40,47771
0,3,2,1,41,31583
0,3,2,1,42,29445
0,3,2,1,43,30088
0,3,2,1,44,50712
0,3,2,1,45,42754
0,3,2,1,46,38805
0,3,2,1,47,32144
0,3,2,1,48,48208
0,3,2,1,49,44612
0,3,2,1,50,49557
0,3,2,2,1,24250
0,3,2,2,2,22634
0,3,2,2,3,27672
0,3,2,2,4,30856
0,3,2,2,5,33906
0,3,2,2,6,36575
0,3,2,2,7,32931
0,3,2,2,8,35633
0,3,2,2,9,31657
0,3,2,2,10,26562
0,3,2,2,11,22189
0,3,2,2,12,20843
0,3,2,2,13,30004
0,3,2,2,14,21615
0,3,2,2,15,26578
0,3,2,2,16,26086
0,3,2,2,17,33542
0,3,2,2,18,19065
0,3,2,2,19,21604
0,3,2,2,20,19484
0,3,2,2,21,18974
0,3,2,2,22,19712
0,3,2,2,23,18589
0,3,2,2,24,25858
0,3,2,2,25,35978
0,3,2,2,26,29313
0,3,2,2,27,30983
0,3,2,2,28,32091
0,3,2,2,29,33739
0,3,2,2,30,18851
0,3,2,2,31,27975
0,3,2,2,32,30479
0,3,2,2,33,35308
0,3,2,2,34,22280
0,3,2,2,35,26945
0,3,2,2,36,23163
0,3,2,2,37,19624
0,3,2,2,38,27923
0,3,2,2,39,31552
0,3,2,2,40,33440
0,3,2,2,41,22108
0,3,2,2,42,20611
0,3,2,2,43,21062
0,3,2,2,44,35498
0,3,2,2,45,29928
0,3,2,2,46,27164
0,3,2,2,47,22501
0,3,2,2,48,33746
0,3,2,2,49,31229
0,3,2,2,50,34690
0,3,2,3,1,10393
0,3,2,3,2,9700
0,3,2,3,3,11860
0,3,2,3,4,13224
0,3,2,3,5,14531
0,3,2,3,6,15675
0,3,2,3,7,14113
0,3,2,3,8,15271
0,3,2,3,9,13567
0,3,2,3,10,11384
0,3,2,3,11,9510
0,3,2,3,12,8933
0,3,2,3,13,12859
0,3,2,3,14,9264
0,3,2,3,15,11391
0,3,2,3,16,11180
0,3,2,3,17,14375
0,3,2,3,18,8171
0,3,2,3,19,9259
0,3,2,3,20,8350
0,3,2,3,21,8132
0,3,2,3,22,8448
0,3,2,3,23,7967
0,3,2,3,24,11082
0,3,2,3,25,15419
0,3,2,3,26,12563
0,3,2,3,27,13278
0,3,2,3,28,13753
0,3,2,3,29,14459
0,3,2,3,30,8079
0,3,2,3,31,11989
0,3,2,3,32,13062
0,3,2,3,33,15132
0,3,2,3,34,9549
0,3,2,3,35,11548
0,3,2,3,36,9927
0,3,2,3,37,8410
0,3,2,3,38,11967
0,3,2,3,39,13522
0,3,2,3,40,14331
0,3,2,3,41,9475
0,3,2,3,42,8833
0,3,2,3,43,9027
0,3,2,3,44,15214
0,3,2,3,45,12826
0,3,2,3,46,11642
0,3,2,3,47,9643
0,3,2,3,48,14462
0,3,2,3,49,13384
0,3,2,3,50,14867
0,3,3,1,1,69287
0,3,3,1,2,64669
0,3,3,1,3,79064
0,3,3,1,4,88160
0,3,3,1,5,96875
0,3,3,1,6,104501
0,3,3,1,7,94090
0,3,3,1,8,101808
0,3,3,1,9,90448
0,3,3,1,10,75892
0,3,3,1,11,63398
0,3,3,1,12,59552
0,3,3,1,13,85725
0,3,3,1,14,61758
0,3,3,1,15,75938
0,3,3,1,16,74532
0,3,3,1,17,95834
0,3,3,1,18,54471
0,3,3,1,19,61726
0,3,3,1,20,55668
0,3,3,1,21,54211
0,3,3,1,22,56319
0,3,3,1,23,53111
0,3,3,1,24,73879
0,3,3,1,25,102794
0,3,3,1,26,83752
0,3,3,1,27,88523
0,3,3,1,28,91688
0,3,3,1,29,96396
0,3,3,1,30,53860
0,3,3,1,31,79928
0,3,3,1,32,87082
0,3,3,1,33,100881
0,3,3,1,34,63659
0,3,3,1,35,76986
0,3,3,1,36,66180
0,3,3,1,37,56068
0,3,3,1,38,79779
0,3,3,1,39,90147
0,3,3,1,40,95543
0,3,3,1,41,63166
0,3,3,1,42,58889
0,3,3,1,43,60177
0,3,3,1,44,101424
0,3,3,1,45,85509
0,3,3,1,46,77611
0,3,3,1,47,64289
0,3,3,1,48,96416
0,3,3,1,49,89224
0,3,3,1,50,99114
0,3,3,2,1,48501
0,3,3,2,2,45268
0,3,3,2,3,55345
0,3,3,2,4,61712
0,3,3,2,5,67813
0,3,3,2,6,73151
0,3,3,2,7,65863
0,3,3,2,8,71266
0,3,3,2,9,63313
0,3,3,2,10,53124
0,3,3,2,11,44378
0,3,3,2,12,41687
0,3,3,2,13,60007
0,3,3,2,14,43231
0,3,3,2,15,53157
0,3,3,2,16,52173
0,3,3,2,17,67084
0,3,3,2,18,38130
0,3,3,2,19,43208
0,3,3,2,20,38967
0,3,3,2,21,37948
0,3,3,2,22,39423
0,3,3,2,23,37177
0,3,3,2,24,51715
0,3,3,2,25,71955
0,3,3,2,26,58627
0,3,3,2,27,61966
0,3,3,2,28,64181
0,3,3,2,29,67477
0,3,3,2,30,37702
0,3,3,2,31,55949
0,3,3,2,32,60958
0,3,3,2,33,70617
0,3,3,2,34,44561
0,3,3,2,35,53890
0,3,3,2,36,46326
0,3,3,2,37,39247
0,3,3,2,38,55845
0,3,3,2,39,63103
0,3,3,2,40,66880
0,3,3,2,41,44216
0,3,3,2,42,41223
0,3,3,2,43,42124
0,3,3,2,44,70997
0,3,3,2,45,59856
0,3,3,2,46,54327
0,3,3,2,47,45002
0,3,3,2,48,67491
0,3,3,2,49,62457
0,3,3,2,50,69380
0,3,3,3,1,20786
0,3,3,3,2,19401
0,3,3,3,3,23719
0,3,3,3,4,26448
0,3,3,3,5,29063
0,3,3,3,6,31350
0,3,3,3,7,28227
0,3,3,3,8,30542
0,3,3,3,9,27134
0,3,3,3,10,22768
0,3,3,3,11,19019
0,3,3,3,12,17866
0,3,3,3,13,25717
0,3,3,3,14,18527
0,3,3,3,15,22781
0,3,3,3,16,22360
0,3,3,3,17,28750
0,3,3,3,18,16341
0,3,3,3,19,18518
0,3,3,3,20,16700
0,3,3,3,21,16263
0,3,3,3,22,16896
0,3,3,3,23,15933
0,3,3,3,24,22164
0,3,3,3,25,30838
0,3,3,3,26,25126
0,3,3,3,27,26557
0,3,3,3,28,27506
0,3,3,3,29,28919
0,3,3,3,30,16158
0,3,3,3,31,23978
0,3,3,3,32,26125
0,3,3,3,33,30264
0,3,3,3,34,19098
0,3,3,3,35,23096
0,3,3,3,36,19854
0,3,3,3,37,16820
0,3,3,3,38,23934
0,3,3,3,39,27044
0,3,3,3,40,28663
0,3,3,3,41,18950
0,3,3,3,42,17667
0,3,3,3,43,18053
0,3,3,3,44,30427
0,3,3,3,45,25653
0,3,3,3,46,23283
0,3,3,3,47,19287
0,3,3,3,48,28925
0,3,3,3,49,26767
0,3,3,3,50,29734
0,3,4,1,1,69287
0,3,4,1,2,64669
0,3,4,1,3,79064
0,3,4,1,4,88160
0,3,4,1,5,96875
0,3,4,1,6,104501
0,3,4,1,7,94090
0,3,4,1,8,101808
0,3,4,1,9,90448
0,3,4,1,10,75892
0,3,4,1,11,63398
0,3,4,1,12,59552
0,3,4,1,13,85725
0,3,4,1,14,61758
0,3,4,1,15,75938
0,3,4,1,16,74532
0,3,4,1,17,95834
0,3,4,1,18,54471
0,3,4,1,19,61726
0,3,4,1,20,55668
0,3,4,1,21,54211
0,3,4,1,22,56319
0,3,4,1,23,53111
0,3,4,1,24,73879
0,3,4,1,25,102794
0,3,4,1,26,83752
0,3,4,1,27,88523
0,3,4,1,28,91688
0,3,4,1,29,96396
0,3,4,1,30,53860
0,3,4,1,31,79928
0,3,4,1,32,87082
0,3,4,1,33,100881
0,3,4,1,34,63659
0,3,4,1,35,76986
0,3,4,1,36,66180
0,3,4,1,37,56068
0,3,4,1,38,79779
0,3,4,1,39,90147
0,3,4,1,40,95543
0,3,4,1,41,63166
0,3,4,1,42,58889
0,3,4,1,43,60177
0,3,4,1,44,101424
0,3,4,1,45,85509
0,3,4,1,46,77611
0,3,4,1,47,64289
0,3,4,1,48,96416
0,3,4,1,49,89224
0,3,4,1,50,99114
0,3,4,2,1,48501
0,3,4,2,2,45268
0,3,4,2,3,55345
0,3,4,2,4,61712
0,3,4,2,5,67813
0,3,4,2,6,73151
0,3,4,2,7,65863
0,3,4,2,8,71266
0,3,4,2,9,63313
0,3,4,2,10,53124
0,3,4,2,11,44378
0,3,4,2,12,41687
0,3,4,2,13,60007
0,3,4,2,14,43231
0,3,4,2,15,53157
0,3,4,2,16,52173
0,3,4,2,17,67084
0,3,4,2,18,38130
0,3,4,2,19,43208
0,3,4,2,20,38967
0,3,4,2,21,37948
0,3,4,2,22,39423
0,3,4,2,23,37177
0,3,4,2,24,51715
0,3,4,2,25,71955
0,3,4,2,26,58627
0,3,4,2,27,61966
0,3,4,2,28,64181
0,3,4,2,29,67477
0,3,4,2,30,37702
0,3,4,2,31,55949
0,3,4,2,32,60958
0,3,4,2,33,70617
0,3,4,2,34,44561
0,3,4,2,35,53890
0,3,4,2,36,46326
0,3,4,2,37,39247
0,3,4,2,38,55845
0,3,4,2,39,63103
0,3,4,2,40,66880
0,3,4,2,41,44216
0,3,4,2,42,41223
0,3,4,2,43,42124
0,3,4,2,44,70997
0,3,4,2,45,59856
0,3,4,2,46,54327
0,3,4,2,47,45002
0,3,4,2,48,67491
0,3,4,2,49,62457
0,3,4,2,50,69380
0,3,4,3,1,20786
0,3,4,3,2,19401
0,3,4,3,3,23719
0,3,4,3,4,26448
0,3,4,3,5,29063
0,3,4,3,6,31350
0,3,4,3,7,28227
0,3,4,3,8,30542
0,3,4,3,9,27134
0,3,4,3,10,22768
0,3,4,3,11,19019
0,3,4,3,12,17866
0,3,4,3,13,25717
0,3,4,3,14,18527
0,3,4,3,15,22781
0,3,4,3,16,22360
0,3,4,3,17,28750
0,3,4,3,18,16341
0,3,4,3,19,18518
0,3,4,3,20,16700
0,3,4,3,21,16263
0,3,4,3,22,16896
0,3,4,3,23,15933
0,3,4,3,24,22164
0,3,4,3,25,30838
0,3,4,3,26,25126
0,3,4,3,27,26557
0,3,4,3,28,27506
0,3,4,3,29,28919
0,3,4,3,30,16158
0,3,4,3,31,23978
0,3,4,3,32,26125
0,3,4,3,33,30264
0,3,4,3,34,19098
0,3,4,3,35,23096
0,3,4,3,36,19854
0,3,4,3,37,16820
0,3,4,3,38,23934
0,3,4,3,39,27044
0,3,4,3,40,28663
0,3,4,3,41,18950
0,3,4,3,42,17667
0,3,4,3,43,18053
0,3,4,3,44,30427
0,3,4,3,45,25653
0,3,4,3,46,23283
0,3,4,3,47,19287
0,3,4,3,48,28925
0,3,4,3,49,26767
0,3,4,3,50,29734
0,3,5,1,1,34643
0,3,5,1,2,32334
0,3,5,1,3,39532
0,3,5,1,4,44080
0,3,5,1,5,48438
0,3,5,1,6,52250
0,3,5,1,7,47045
0,3,5,1,8,50904
0,3,5,1,9,45224
0,3,5,1,10,37946
0,3,5,1,11,31699
0,3,5,1,12,29776
0,3,5,1,13,42862
0,3,5,1,14,30879
0,3,5,1,15,37969
0,3,5,1,16,37266
0,3,5,1,17,47917
0,3,5,1,18,27236
0,3,5,1,19,30863
0,3,5,1,20,27834
0,3,5,1,21,27105
0,3,5,1,22,28160
0,3,5,1,23,26555
0,3,5,1,24,36940
0,3,5,1,25,51397
0,3,5,1,26,41876
0,3,5,1,27,44262
0,3,5,1,28,45844
0,3,5,1,29,48198
0,3,5,1,30,26930
0,3,5,1,31,39964
0,3,5,1,32,43541
0,3,5,1,33,50441
0,3,5,1,34,31829
0,3,5,1,35,38493
0,3,5,1,36,33090
0,3,5,1,37,28034
0,3,5,1,38,39889
0,3,5,1,39,45074
0,3,5,1,40,47771
0,3,5,1,41,31583
0,3,5,1,42,29445
0,3,5,1,43,30088
0,3,5,1,44,50712
0,3,5,1,45,42754
0,3,5,1,46,38805
0,3,5,1,47,32144
0,3,5,1,48,48208
0,3,5,1,49,44612
0,3,5,1,50,49557
0,3,5,2,1,24250
0,3,5,2,2,22634
0,3,5,2,3,27672
0,3,5,2,4,30856
0,3,5,2,5,33906
0,3,5,2,6,36575
0,3,5,2,7,32931
0,3,5,2,8,35633
0,3,5,2,9,31657
0,3,5,2,10,26562
0,3,5,2,11,22189
0,3,5,2,12,20843
0,3,5,2,13,30004
0,3,5,2,14,21615
0,3,5,2,15,26578
0,3,5,2,16,26086
0,3,5,2,17,33542
0,3,5,2,18,19065
0,3,5,2,19,21604
0,3,5,2,20,19484
0,3,5,2,21,18974
0,3,5,2,22,19712
0,3,5,2,23,18589
0,3,5,2,24,25858
0,3,5,2,25,35978
0,3,5,2,26,29313
0,3,5,2,27,30983
0,3,5,2,28,32091
0,3,5,2,29,33739
0,3,5,2,30,18851
0,3,5,2,31,27975
0,3,5,2,32,30479
0,3,5,2,33,35308
0,3,5,2,34,22280
0,3,5,2,35,26945
0,3,5,2,36,23163
0,3,5,2,37,19624
0,3,5,2,38,27923
0,3,5,2,39,31552
0,3,5,2,40,33440
0,3,5,2,41,22108
0,3,5,2,42,20611
0,3,5,2,43,21062
0,3,5,2,44,35498
0,3,5,2,45,29928
0,3,5,2,46,27164
0,3,5,2,47,22501
0,3,5,2,48,33746
0,3,5,2,49,31229
0,3,5,2,50,34690
0,3,5,3,1,10393
0,3,5,3,2,9700
0,3,5,3,3,11860
0,3,5,3,4,13224
0,3,5,3,5,14531
0,3,5,3,6,15675
0,3,5,3,7,14113
0,3,5,3,8,15271
0,3,5,3,9,13567
0,3,5,3,10,11384
0,3,5,3,11,9510
0,3,5,3,12,8933
0,3,5,3,13,12859
0,3,5,3,14,9264
0,3,5,3,15,11391
0,3,5,3,16,11180
0,3,5,3,17,14375
0,3,5,3,18,8171
0,3,5,3,19,9259
0,3,5,3,20,8350
0,3,5,3,21,8132
0,3,5,3,22,8448
0,3,5,3,23,7967
0,3,5,3,24,11082
0,3,5,3,25,15419
0,3,5,3,26,12563
0,3,5,3,27,13278
0,3,5,3,28,13753
0,3,5,3,29,14459
0,3,5,3,30,8079
0,3,5,3,31,11989
0,3,5,3,32,13062
0,3,5,3,33,15132
0,3,5,3,34,9549
0,3,5,3,35,11548
0,3,5,3,36,9927
0,3,5,3,37,8410
0,3,5,3,38,11967
0,3,5,3,39,13522
0,3,5,3,40,14331
0,3,5,3,41,9475
0,3,5,3,42,8833
0,3,5,3,43,9027
0,3,5,3,44,15214
0,3,5,3,45,12826
0,3,5,3,46,11642
0,3,5,3,47,9643
0,3,5,3,48,14462
0,3,5,3,49,13384
0,3,5,3,50,14867
0,3,6,1,1,34643
0,3,6,1,2,32334
0,3,6,1,3,39532
0,3,6,1,4,44080
0,3,6,1,5,48438
0,3,6,1,6,52250
0,3,6,1,7,47045
0,3,6,1,8,50904
0,3,6,1,9,45224
0,3,6,1,10,37946
0,3,6,1,11,31699
0,3,6,1,12,29776
0,3,6,1,13,42862
0,3,6,1,14,30879
0,3,6,1,15,37969
0,3,6,1,16,37266
0,3,6,1,17,47917
0,3,6,1,18,27236
0,3,6,1,19,30863
0,3,6,1,20,27834
0,3,6,1,21,27105
0,3,6,1,22,28160
0,3,6,1,23,26555
0,3,6,1,24,36940
0,3,6,1,25,51397
0,3,6,1,26,41876
0,3,6,1,27,44262
0,3,6,1,28,45844
0,3,6,1,29,48198
0,3,6,1,30,26930
0,3,6,1,31,39964
0,3,6,1,32,43541
0,3,6,1,33,50441
0,3,6,1,34,31829
0,3,6,1,35,38493
0,3,6,1,36,33090
0,3,6,1,37,28034
0,3,6,1,38,39889
0,3,6,1,39,45074
0,3,6,1,40,47771
0,3,6,1,41,31583
0,3,6,1,42,29445
0,3,6,1,43,30088
0,3,6,1,44,50712
0,3,6,1,45,42754
0,3,6,1,46,38805
0,3,6,1,47,32144
0,3,6,1,48,48208
0,3,6,1,49,44612
0,3,6,1,50,49557
0,3,6,2,1,24250
0,3,6,2,2,22634
0,3,6,2,3,27672
0,3,6,2,4,30856
0,3,6,2,5,33906
0,3,6,2,6,36575
0,3,6,2,7,32931
0,3,6,2,8,35633
0,3,6,2,9,31657
0,3,6,2,10,26562
0,3,6,2,11,22189
0,3,6,2,12,20843
0,3,6,2,13,30004
0,3,6,2,14,21615
0,3,6,2,15,26578
0,3,6,2,16,26086
0,3,6,2,17,33542
0,3,6,2,18,19065
0,3,6,2,19,21604
0,3,6,2,20,19484
0,3,6,2,21,18974
0,3,6,2,22,19712
0,3,6,2,23,18589
0,3,6,2,24,25858
0,3,6,2,25,35978
0,3,6,2,26,29313
0,3,6,2,27,30983
0,3,6,2,28,32091
0,3,6,2,29,33739
0,3,6,2,30,18851
0,3,6,2,31,27975
0,3,6,2,32,30479
0,3,6,2,33,35308
0,3,6,2,34,22280
0,3,6,2,35,26945
0,3,6,2,36,23163
0,3,6,2,37,19624
0,3,6,2,38,27923
0,3,6,2,39,31552
0,3,6,2,40,33440
0,3,6,2,41,22108
0,3,6,2,42,20611
0,3,6,2,43,21062
0,3,6,2,44,35498
0,3,6,2,45,29928
0,3,6,2,46,27164
0,3,6,2,47,22501
0,3,6,2,48,33746
0,3,6,2,49,31229
0,3,6,2,50,34690
0,3,6,3,1,10393
0,3,6,3,2,9700
0,3,6,3,3,11860
0,3,6,3,4,13224
0,3,6,3,5,14531
0,3,6,3,6,15675
0,3,6,3,7,14113
0,3,6,3,8,15271
0,3,6,3,9,13567
0,3,6,3,10,11384
0,3,6,3,11,9510
0,3,6,3,12,8933
0,3,6,3,13,12859
0,3,6,3,14,9264
0,3,6,3,15,11391
0,3,6,3,16,11180
0,3,6,3,17,14375
0,3,6,3,18,8171
0,3,6,3,19,9259
0,3,6,3,20,8350
0,3,6,3,21,8132
0,3,6,3,22,8448
0,3,6,3,23,7967
0,3,6,3,24,11082
0,3,6,3,25,15419
0,3,6,3,26,12563
0,3,6,3,27,13278
0,3,6,3,28,13753
0,3,6,3,29,14459
0,3,6,3,30,8079
0,3,6,3,31,11989
0,3,6,3,32,13062
0,3,6,3,33,15132
0,3,6,3,34,9549
0,3,6,3,35,11548
0,3,6,3,36,9927
0,3,6,3,37,8410
0,3,6,3,38,11967
0,3,6,3,39,13522
0,3,6,3,40,14331
0,3,6,3,41,9475
0,3,6,3,42,8833
0,3,6,3,43,9027
0,3,6,3,44,15214
0,3,6,3,45,12826
0,3,6,3,46,11642
0,3,6,3,47,9643
0,3,6,3,48,14462
0,3,6,3,49,13384
0,3,6,3,50,14867
0,3,7,1,1,34643
0,3,7,1,2,32334
0,3,7,1,3,39532
0,3,7,1,4,44080
0,3,7,1,5,48438
0,3,7,1,6,52250
0,3,7,1,7,47045
0,3,7,1,8,50904
0,3,7,1,9,45224
0,3,7,1,10,37946
0,3,7,1,11,31699
0,3,7,1,12,29776
0,3,7,1,13,42862
0,3,7,1,14,30879
0,3,7,1,15,37969
0,3,7,1,16,37266
0,3,7,1,17,47917
0,3,7,1,18,27236
0,3,7,1,19,30863
0,3,7,1,20,27834
0,3,7,1,21,27105
0,3,7,1,22,28160
0,3,7,1,23,26555
0,3,7,1,24,36940
0,3,7,1,25,51397
0,3,7,1,26,41876
0,3,7,1,27,44262
0,3,7,1,28,45844
0,3,7,1,29,48198
0,3,7,1,30,26930
0,3,7,1,31,39964
0,3,7,1,32,43541
0,3,7,1,33,50441
0,3,7,1,34,31829
0,3,7,1,35,38493
0,3,7,1,36,33090
0,3,7,1,37,28034
0,3,7,1,38,39889
0,3,7,1,39,45074
0,3,7,1,40,47771
0,3,7,1,41,31583
0,3,7,1,42,29445
0,3,7,1,43,30088
0,3,7,1,44,50712
0,3,7,1,45,42754
0,3,7,1,46,38805
0,3,7,1,47,32144
0,3,7,1,48,48208
0,3,7,1,49,44612
0,3,7,1,50,49557
0,3,7,2,1,24250
0,3,7,2,2,22634
0,3,7,2,3,27672
0,3,7,2,4,30856
0,3,7,2,5,33906
0,3,7,2,6,36575
0,3,7,2,7,32931
0,3,7,2,8,35633
0,3,7,2,9,31657
0,3,7,2,10,26562
0,3,7,2,11,22189
0,3,7,2,12,20843
0,3,7,2,13,30004
0,3,7,2,14,21615
0,3,7,2,15,26578
0,3,7,2,16,26086
0,3,7,2,17,33542
0,3,7,2,18,19065
0,3,7,2,19,21604
0,3,7,2,20,19484
0,3,7,2,21,18974
0,3,7,2,22,19712
0,3,7,2,23,18589
0,3,7,2,24,25858
0,3,7,2,25,35978
0,3,7,2,26,29313
0,3,7,2,27,30983
0,3,7,2,28,32091
0,3,7,2,29,33739
0,3,7,2,30,18851
0,3,7,2,31,27975
0,3,7,2,32,30479
0,3,7,2,33,35308
0,3,7,2,34,22280
0,3,7,2,35,26945
0,3,7,2,36,23163
0,3,7,2,37,19624
0,3,7,2,38,27923
0,3,7,2,39,31552
0,3,7,2,40,33440
0,3,7,2,41,22108
0,3,7,2,42,20611
0,3,7,2,43,21062
0,3,7,2,44,35498
0,3,7,2,45,29928
0,3,7,2,46,27164
0,3,7,2,47,22501
0,3,7,2,48,33746
0,3,7,2,49,31229
0,3,7,2,50,34690
0,3,7,3,1,10393
0,3,7,3,2,9700
0,3,7,3,3,11860
0,3,7,3,4,13224
0,3,7,3,5,14531
0,3,7,3,6,15675
0,3,7,3,7,14113
0,3,7,3,8,15271
0,3,7,3,9,13567
0,3,7,3,10,11384
0,3,7,3,11,9510
0,3,7,3,12,8933
0,3,7,3,13,12859
0,3,7,3,14,9264
0,3,7,3,15,11391
0,3,7,3,16,11180
0,3,7,3,17,14375
0,3,7,3,18,8171
0,3,7,3,19,9259
0,3,7,3,20,8350
0,3,7,3,21,8132
0,3,7,3,22,8448
0,3,7,3,23,7967
0,3,7,3,24,11082
0,3,7,3,25,15419
0,3,7,3,26,12563
0,3,7,3,27,13278
0,3,7,3,28,13753
0,3,7,3,29,14459
0,3,7,3,30,8079
0,3,7,3,31,11989
0,3,7,3,32,13062
0,3,7,3,33,15132
0,3,7,3,34,9549
0,3,7,3,35,11548
0,3,7,3,36,9927
0,3,7,3,37,8410
0,3,7,3,38,11967
0,3,7,3,39,13522
0,3,7,3,40,14331
0,3,7,3,41,9475
0,3,7,3,42,8833
0,3,7,3,43,9027
0,3,7,3,44,15214
0,3,7,3,45,12826
0,3,7,3,46,11642
0,3,7,3,47,9643
0,3,7,3,48,14462
0,3,7,3,49,13384
0,3,7,3,50,14867
1,1,1,1,1,106595
1,1,1,1,2,99491
1,1,1,1,3,121637
1,1,1,1,4,135631
1,1,1,1,5,149039
1,1,1,1,6,160771
1,1,1,1,7,144753
1,1,1,1,8,156628
1,1,1,1,9,139150
1,1,1,1,10,116757
1,1,1,1,11,97535
1,1,1,1,12,91619
1,1,1,1,13,131884
1,1,1,1,14,95013
1,1,1,1,15,116828
1,1,1,1,16,114665
1,1,1,1,17,147438
1,1,1,1,18,83802
1,1,1,1,19,94963
1,1,1,1,20,85643
1,1,1,1,21,83401
1,1,1,1,22,86645
1,1,1,1,23,81709
1,1,1,1,24,113660
1,1,1,1,25,158144
1,1,1,1,26,128850
1,1,1,1,27,136190
1,1,1,1,28,141058
1,1,1,1,29,148301
1,1,1,1,30,82862
1,1,1,1,31,122966
1,1,1,1,32,133973
1,1,1,1,33,155202
1,1,1,1,34,97936
1,1,1,1,35,118440
1,1,1,1,36,101815
1,1,1,1,37,86258
1,1,1,1,38,122737
1,1,1,1,39,138688
1,1,1,1,40,146989
1,1,1,1,41,97178
1,1,1,1,42,90599
1,1,1,1,43,92580
1,1,1,1,44,156037
1,1,1,1,45,131552
1,1,1,1,46,119401
1,1,1,1,47,98906
1,1,1,1,48,148332
1,1,1,1,49,137268
1,1,1,1,50,152483
1,1,1,2,1,74616
1,1,1,2,2,69643
1,1,1,2,3,85146
1,1,1,2,4,94942
1,1,1,2,5,104327
1,1,1,2,6,112539
1,1,1,2,7,101327
1,1,1,2,8,109640
1,1,1,2,9,97405
1,1,1,2,10,81730
1,1,1,2,11,68274
1,1,1,2,12,64133
1,1,1,2,13,92319
1,1,1,2,14,66509
1,1,1,2,15,81779
1,1,1,2,16,80265
1,1,1,2,17,103206
1,1,1,2,18,58661
1,1,1,2,19,66474
1,1,1,2,20,59950
1,1,1,2,21,58381
1,1,1,2,22,60651
1,1,1,2,23,57196
1,1,1,2,24,79562
