RA,STATE,AGE5P,AGE5P_RA,INGP,IEO,ENGLP,OCCP,OUTCOME
2,5,2,5,0,3,1,2,1
2,2,5,14,0,2,1,3,1
2,4,8,23,0,1,1,8,1
2,7,8,23,0,4,1,3,1
2,4,1,2,0,3,1,8,0
2,2,8,23,0,9,1,2,0
2,4,7,20,0,7,1,2,0
2,6,5,14,0,1,1,1,0
2,6,3,8,0,1,1,1,1
2,8,6,17,0,4,1,8,0
2,2,7,20,0,6,1,8,1
2,2,3,8,0,3,1,3,0
2,2,7,20,0,6,1,5,1
2,4,5,14,0,5,1,8,1
2,2,7,20,0,4,1,6,1
2,4,5,14,0,7,1,5,0
2,8,7,20,0,2,1,9,0
2,4,7,20,0,1,1,3,0
2,2,1,2,0,2,1,8,1
2,7,4,11,0,6,4,6,1
2,4,8,23,1,3,1,7,1
2,5,2,5,0,2,1,3,0
2,4,8,23,0,3,1,2,0
2,7,3,8,0,3,1,3,0
2,2,3,8,0,6,1,3,1
2,2,1,2,0,6,1,9,1
2,7,2,5,0,5,1,9,1
2,2,6,17,0,3,1,8,1
2,7,8,23,0,3,1,1,0
2,4,1,2,0,3,1,3,1
2,7,7,20,0,5,1,7,1
2,2,1,2,0,1,1,8,0
2,4,6,17,0,4,1,7,0
2,7,4,11,0,3,1,2,1
2,4,5,14,0,9,1,2,1
2,2,7,20,0,7,1,8,1
2,2,7,20,0,1,1,1,0
2,2,3,8,0,1,1,3,0
2,5,8,23,0,6,1,7,1
2,7,5,14,0,4,1,7,0
2,7,6,17,0,1,1,9,0
2,4,5,14,0,3,1,3,0
2,2,4,11,0,2,1,3,0
2,4,7,20,0,5,1,9,1
2,2,3,8,0,7,1,6,0
2,7,6,17,0,6,1,3,1
2,7,8,23,0,3,1,7,0
2,7,3,8,0,6,1,3,0
2,6,8,23,0,8,1,1,0
2,4,6,17,0,3,1,6,1
2,4,2,5,0,2,1,3,1
2,7,6,17,0,1,1,1,1
2,2,3,8,0,4,1,3,0
2,2,2,5,0,7,2,9,1
2,4,2,5,0,7,1,7,1
2,4,2,5,0,3,1,7,1
2,2,8,23,0,1,1,1,0
2,7,6,17,0,5,1,1,0
2,7,7,20,0,4,1,4,1
2,7,6,17,0,5,1,3,0
2,2,7,20,0,2,1,7,1
2,7,8,23,0,1,1,1,0
2,4,7,20,0,3,1,7,0
2,2,8,23,0,2,1,9,0
2,2,3,8,0,4,1,3,1
2,2,4,11,0,2,2,2,1
2,8,5,14,0,3,1,8,1
2,6,2,5,0,1,1,3,0
2,5,6,17,0,5,1,3,1
2,2,8,23,0,2,1,2,1
2,6,1,2,0,10,1,5,1
2,7,7,20,0,5,1,7,1
2,7,2,5,0,1,1,9,0
2,2,8,23,0,3,1,7,1
2,2,8,23,0,2,1,2,1
2,7,4,11,0,3,1,7,0
2,2,5,14,0,6,1,6,1
2,2,3,8,0,1,1,2,0
2,8,7,20,0,6,1,9,0
2,4,4,11,0,5,1,7,1
2,7,3,8,0,6,1,7,1
2,2,3,8,0,4,1,7,1
2,8,4,11,0,8,1,6,0
2,7,8,23,0,3,1,7,1
2,4,5,14,0,2,1,3,0
2,5,2,5,0,8,1,3,1
2,2,6,17,1,1,1,9,0
2,4,5,14,0,2,1,6,1
2,4,8,23,0,4,1,1,1
2,7,6,17,0,1,1,2,0
2,2,1,2,0,5,2,9,1
2,2,2,5,0,1,1,7,0
2,2,8,23,0,1,1,9,1
2,4,2,5,0,2,1,3,0
2,4,2,5,0,9,1,3,1
2,7,2,5,0,2,1,9,1
2,6,1,2,0,1,1,8,1
2,7,7,20,0,1,1,9,1
2,6,8,23,0,3,1,7,1
2,4,7,20,0,1,1,8,0
2,7,6,17,0,5,1,3,0
2,2,7,20,1,1,1,8,0
2,2,4,11,0,3,1,1,1
2,2,8,23,0,5,1,8,1
2,7,3,8,0,3,1,3,1
2,7,7,20,0,4,1,9,0
2,7,7,20,0,4,1,3,0
2,7,5,14,0,5,1,3,1
2,4,3,8,0,2,1,5,1
2,4,1,2,0,3,1,7,0
2,2,4,11,1,5,1,4,1
2,7,5,14,0,2,2,8,0
2,4,8,23,0,2,1,8,1
2,7,8,23,0,5,1,3,1
2,4,6,17,0,7,1,3,0
2,2,1,2,0,6,1,9,0
2,4,5,14,0,9,1,1,1
2,4,2,5,0,8,2,9,1
2,2,3,8,0,6,1,3,1
2,4,3,8,0,4,1,3,1
2,2,3,8,0,2,1,3,0
2,2,3,8,0,3,2,9,0
2,2,7,20,0,8,1,7,1
2,2,2,5,0,3,1,6,0
2,7,4,11,0,3,1,1,0
2,4,6,17,0,2,1,5,1
2,2,1,2,0,2,1,3,0
2,4,7,20,0,4,1,7,1
2,7,5,14,0,5,1,3,1
2,2,2,5,0,2,1,6,0
2,7,8,23,0,8,1,3,0
2,2,5,14,0,3,1,3,0
2,2,7,20,0,8,2,1,0
2,4,3,8,0,1,1,2,1
2,7,8,23,0,2,1,3,0
2,4,7,20,0,4,1,5,1
2,2,4,11,0,1,1,9,0
2,4,8,23,0,5,1,3,0
2,2,3,8,0,1,1,3,1
2,4,3,8,0,4,1,6,1
2,2,1,2,0,4,1,3,0
2,7,2,5,0,3,1,3,1
2,4,5,14,0,3,1,2,0
2,5,8,23,0,1,1,8,0
2,7,7,20,0,3,1,3,0
2,2,5,14,0,3,1,7,0
2,7,5,14,0,3,1,3,0
2,7,3,8,0,3,1,6,1
2,7,4,11,0,3,1,9,0
2,2,2,5,0,7,1,6,1
2,2,4,11,0,5,1,3,1
2,4,3,8,0,3,1,3,1
2,7,2,5,0,3,1,3,1
2,4,7,20,0,7,1,3,0
2,7,7,20,0,4,1,7,0
2,2,4,11,0,2,1,1,1
2,2,2,5,0,1,1,4,0
2,2,5,14,0,5,1,3,1
2,4,2,5,0,9,1,3,1
2,2,6,17,0,2,1,9,0
2,2,6,17,0,1,1,9,1
2,7,8,23,0,6,1,7,1
2,2,7,20,0,8,1,4,0
2,2,3,8,0,6,1,9,1
2,6,6,17,0,1,1,8,0
2,6,7,20,0,2,1,9,0
2,7,6,17,0,3,1,1,1
2,2,8,23,0,7,1,4,0
2,7,6,17,0,1,1,8,0
2,2,1,2,0,6,2,3,1
2,2,7,20,0,1,1,8,0
2,2,6,17,0,8,1,1,0
2,2,8,23,0,4,1,3,0
2,2,1,2,0,7,1,9,1
2,4,5,14,0,1,1,2,0
2,2,5,14,0,4,1,8,1
2,2,5,14,0,6,1,9,1
2,7,8,23,0,6,1,9,0
2,7,8,23,0,5,1,1,1
2,4,2,5,0,3,1,9,1
2,2,8,23,0,6,1,3,0
2,2,4,11,1,2,1,3,0
2,2,7,20,0,6,1,3,0
2,7,6,17,0,6,1,1,1
2,4,2,5,0,6,1,8,1
2,4,8,23,0,1,1,8,0
2,2,8,23,0,3,1,2,1
2,4,6,17,0,7,1,1,1
2,6,2,5,0,1,1,9,1
2,2,2,5,0,1,1,4,0
2,4,7,20,0,3,1,6,0
2,4,3,8,0,3,1,3,0
2,7,2,5,0,1,1,3,0
2,8,6,17,0,3,1,8,1
2,2,1,2,0,1,1,3,0
2,4,4,11,0,2,1,8,1
2,8,5,14,0,1,3,8,1
2,2,7,20,0,1,1,1,1
2,2,2,5,0,2,1,3,1
2,6,8,23,0,1,1,3,0
2,7,2,5,0,9,1,9,1
2,7,7,20,0,2,1,1,0
2,4,8,23,0,1,1,2,1
2,7,2,5,0,4,1,3,0
2,7,8,23,0,2,1,1,1
2,6,2,5,0,8,1,9,1
2,4,7,20,0,7,1,3,1
2,4,7,20,0,2,1,4,1
2,4,4,11,0,2,1,2,0
2,7,2,5,0,6,1,7,1
2,2,2,5,0,2,1,2,1
2,7,1,2,0,4,1,9,0
2,2,3,8,0,5,1,8,0
2,2,4,11,0,3,1,3,0
2,2,3,8,0,5,1,3,0
2,4,2,5,0,6,1,3,0
2,4,4,11,0,1,1,8,1
2,2,1,2,0,2,1,9,1
2,7,4,11,0,7,1,3,0
2,7,7,20,0,2,1,1,0
2,6,3,8,0,2,1,6,1
2,8,6,17,0,7,2,1,1
2,5,5,14,0,7,1,1,1
2,2,6,17,0,2,1,8,0
2,7,8,23,0,9,1,10,1
2,7,2,5,0,3,1,9,1
2,7,3,8,0,5,1,7,0
2,4,3,8,0,2,1,3,0
2,2,5,14,0,1,1,8,0
2,2,5,14,0,1,1,9,1
2,6,2,5,0,1,1,2,1
2,7,6,17,1,4,1,4,0
2,2,6,17,0,1,1,8,1
2,6,7,20,0,1,1,2,0
2,6,7,20,0,3,1,9,1
2,7,2,5,0,2,1,9,1
2,2,7,20,0,1,1,9,0
2,7,6,17,0,4,1,7,0
2,4,6,17,0,6,1,4,1
2,2,3,8,0,10,1,3,1
2,2,1,2,0,2,1,3,1
2,4,5,14,0,2,1,4,0
2,2,8,23,0,5,1,3,0
2,4,2,5,0,3,1,8,1
2,2,3,8,0,3,1,7,0
2,4,1,2,0,7,1,9,1
2,7,4,11,0,7,1,9,1
2,2,7,20,0,4,1,7,0
2,4,5,14,0,4,1,1,1
2,2,8,23,0,2,1,7,1
2,2,6,17,0,2,1,3,0
2,7,6,17,0,5,1,9,1
2,7,8,23,0,5,1,3,0
2,2,7,20,0,5,1,2,1
2,6,6,17,0,3,1,9,0
2,2,7,20,0,8,1,9,0
2,4,5,14,0,3,1,3,0
2,2,7,20,0,1,1,3,1
2,4,4,11,0,3,1,3,0
2,2,5,14,0,1,1,8,0
2,8,2,5,0,2,1,3,0
2,2,2,5,0,3,2,3,0
2,4,1,2,0,4,1,9,1
2,2,5,14,0,4,1,6,0
2,7,3,8,0,2,1,6,1
2,7,7,20,0,3,1,9,0
2,6,2,5,0,6,2,9,0
2,2,6,17,0,4,2,7,1
2,4,4,11,0,2,1,3,0
2,2,8,23,0,5,2,5,1
2,2,8,23,0,2,1,9,1
2,4,7,20,0,1,1,1,0
2,2,4,11,0,3,1,1,1
2,7,7,20,0,2,1,1,0
2,2,8,23,0,7,1,3,1
2,4,1,2,0,3,2,4,1
2,7,6,17,0,2,1,6,0
2,2,4,11,0,8,1,4,0
2,2,5,14,0,7,1,2,1
2,4,2,5,0,6,1,9,1
2,4,6,17,0,1,1,8,1
2,4,5,14,0,6,3,7,0
2,5,3,8,0,1,4,8,0
2,7,2,5,0,7,1,9,1
2,6,5,14,0,1,1,7,0
2,2,5,14,0,3,1,3,0
2,4,6,17,0,5,1,1,1
2,5,4,11,0,6,1,2,1
2,6,7,20,0,8,1,6,1
2,4,2,5,0,1,1,8,0
2,2,2,5,0,4,1,3,0
2,2,2,5,1,5,1,9,1
2,2,8,23,0,5,1,3,0
2,4,6,17,0,1,1,7,0
2,7,5,14,0,2,1,8,1
2,4,3,8,0,1,1,9,1
2,7,7,20,0,6,1,3,0
2,8,6,17,0,2,1,7,1
2,8,4,11,0,4,1,7,1
2,4,4,11,0,5,1,7,1
2,2,4,11,1,2,1,4,1
2,8,7,20,0,3,1,7,0
2,2,8,23,0,6,1,6,0
2,6,3,8,0,2,1,9,1
2,7,4,11,0,5,1,3,1
2,2,8,23,0,3,1,3,1
2,2,5,14,0,1,1,2,0
2,7,1,2,0,1,1,9,1
2,7,3,8,0,10,1,3,1
2,6,7,20,0,2,1,8,1
2,5,2,5,0,5,1,3,0
2,7,6,17,0,1,1,9,0
2,4,7,20,0,1,1,3,1
2,7,3,8,0,3,1,1,1
2,2,7,20,0,2,1,9,1
2,2,4,11,0,5,1,7,1
2,8,7,20,0,4,1,3,1
2,4,3,8,0,3,1,6,1
2,2,3,8,0,6,1,4,0
2,7,8,23,0,6,1,8,1
2,2,5,14,0,4,1,3,0
2,8,4,11,0,2,1,3,1
2,2,6,17,0,1,1,7,0
2,7,6,17,0,7,1,5,0
2,7,5,14,0,2,1,3,1
2,2,4,11,0,3,1,3,1
2,2,1,2,0,1,1,9,1
2,8,5,14,0,4,3,3,0
2,7,1,2,0,1,1,3,1
2,7,3,8,0,5,1,2,1
2,2,6,17,0,3,1,9,1
2,7,5,14,0,1,1,8,0
2,2,7,20,0,5,1,6,1
2,7,3,8,0,5,1,1,1
2,7,2,5,0,4,1,3,0
2,5,6,17,0,4,1,2,1
2,2,6,17,0,1,1,7,0
2,4,2,5,0,1,2,9,1
2,2,2,5,0,1,1,9,0
2,2,6,17,0,3,1,3,1
2,7,6,17,0,4,1,3,1
2,2,5,14,0,8,1,9,1
2,7,2,5,0,7,1,2,1
2,4,5,14,1,1,1,3,1
2,5,8,23,0,5,1,1,1
2,2,3,8,0,1,1,9,1
2,2,4,11,0,4,1,2,1
2,7,5,14,0,1,1,10,1
2,2,5,14,0,3,1,4,1
2,7,7,20,0,5,1,2,1
2,2,1,2,0,7,1,9,1
2,4,3,8,0,4,1,3,1
2,7,7,20,0,3,1,4,0
2,2,2,5,0,1,1,7,1
2,4,4,11,1,4,1,9,1
2,4,3,8,0,2,1,8,1
2,4,2,5,0,4,1,4,1
2,2,1,2,0,2,1,3,1
2,2,5,14,0,4,1,7,1
2,7,2,5,0,6,1,3,1
2,7,2,5,0,4,1,8,0
2,7,6,17,0,1,1,2,0
2,2,8,23,0,3,1,3,0
2,2,5,14,0,3,1,2,1
2,4,6,17,0,1,1,3,0
2,2,4,11,0,2,1,3,0
2,7,4,11,0,7,1,1,0
2,4,3,8,0,3,1,3,1
2,7,4,11,0,2,1,8,0
2,2,1,2,0,3,1,9,1
2,4,4,11,0,3,1,3,1
2,4,7,20,0,2,1,3,1
2,7,2,5,0,2,1,3,1
2,2,8,23,0,5,1,7,1
2,7,8,23,0,2,1,5,0
2,4,6,17,0,5,1,3,1
2,7,7,20,0,7,1,5,0
2,7,1,2,0,2,1,3,0
2,2,2,5,0,5,1,6,1
2,4,6,17,0,1,1,8,1
2,6,1,2,0,3,3,9,1
2,2,1,2,0,3,1,9,1
2,8,3,8,0,2,1,7,1
2,2,2,5,0,4,1,6,1
2,7,6,17,0,5,1,1,1
2,6,2,5,0,1,1,3,1
2,7,5,14,0,6,1,1,0
2,7,1,2,0,6,1,9,1
2,2,8,23,0,1,1,3,0
2,6,4,11,0,10,2,9,0
2,6,5,14,0,9,3,9,1
2,2,6,17,0,5,1,9,1
2,8,4,11,0,4,1,8,1
2,2,1,2,0,3,1,3,1
2,6,2,5,0,2,1,8,0
2,2,5,14,0,5,1,9,0
2,4,1,2,0,1,1,3,1
2,4,4,11,0,3,1,8,1
2,7,2,5,0,7,1,3,1
2,2,7,20,0,4,1,9,1
2,4,2,5,0,1,1,8,1
2,2,7,20,0,3,1,1,1
2,2,2,5,0,6,1,3,1
2,7,5,14,0,7,1,3,1
2,6,1,2,0,1,1,4,1
2,7,7,20,0,6,2,1,0
2,2,5,14,0,4,1,1,1
2,2,7,20,0,1,1,4,0
2,7,7,20,0,1,1,7,0
2,2,1,2,0,2,1,8,0
2,2,4,11,0,3,1,8,1
2,2,3,8,0,4,1,1,1
2,7,3,8,0,7,1,3,1
2,7,4,11,0,2,1,3,0
2,4,6,17,0,6,1,9,0
2,7,5,14,0,4,1,3,1
2,2,3,8,0,2,1,9,1
2,4,3,8,0,2,1,8,1
2,7,7,20,0,4,1,8,1
2,7,2,5,0,2,1,3,1
2,4,1,2,0,1,1,8,1
2,4,6,17,0,3,1,3,1
2,2,6,17,0,1,1,6,0
2,2,2,5,0,3,1,9,1
2,2,8,23,0,6,1,1,1
2,4,3,8,0,6,2,1,0
2,2,1,2,0,1,1,3,1
2,4,8,23,0,6,1,3,0
2,7,2,5,0,3,1,8,1
2,4,4,11,0,3,1,9,1
2,2,3,8,0,6,1,3,1
2,4,8,23,0,7,1,2,1
2,2,1,2,0,2,1,7,1
2,4,8,23,0,4,1,8,1
2,2,5,14,0,2,1,5,1
2,2,6,17,0,1,1,9,1
2,7,7,20,0,3,1,1,0
2,4,4,11,0,1,1,9,1
2,4,6,17,0,4,1,9,0
2,7,1,2,0,5,1,3,1
2,2,6,17,0,4,1,9,0
2,7,4,11,0,5,1,9,1
2,4,7,20,0,7,1,7,0
2,7,6,17,0,1,1,9,0
2,4,8,23,0,5,1,2,0
2,4,6,17,0,5,1,1,1
2,2,4,11,0,2,2,7,0
2,4,1,2,0,2,1,8,1
2,7,6,17,0,2,1,3,1
2,7,2,5,0,5,1,3,0
2,2,3,8,0,1,1,7,1
2,7,1,2,0,2,1,9,0
2,7,5,14,0,3,1,1,0
2,2,4,11,0,2,1,2,1
2,4,8,23,0,4,1,5,1
2,2,4,11,0,2,1,8,1
2,2,1,2,0,2,1,8,0
2,2,3,8,0,8,1,2,1
2,2,2,5,0,1,1,9,1
2,7,8,23,0,6,1,9,1
2,7,5,14,0,8,1,5,1
2,4,6,17,0,2,1,6,0
2,4,8,23,0,1,1,3,0
2,7,4,11,0,3,1,8,0
2,7,1,2,0,3,1,1,1
2,7,8,23,0,8,1,1,1
2,2,2,5,0,4,1,5,1
2,7,2,5,0,2,1,9,1
2,4,5,14,0,5,1,9,1
2,4,3,8,0,1,1,9,1
2,2,8,23,0,7,1,1,0
2,2,8,23,0,5,1,8,0
2,4,7,20,0,2,1,9,0
2,2,2,5,0,8,1,9,1
2,7,5,14,0,4,1,1,1
2,4,4,11,0,1,1,9,1
2,2,8,23,0,4,1,6,1
2,4,2,5,0,5,1,5,1
2,2,8,23,0,2,1,8,1
2,7,6,17,0,3,1,2,1
2,2,2,5,0,6,1,1,1
2,2,4,11,0,2,1,3,0
2,2,3,8,0,1,1,1,1
2,7,5,14,0,1,1,3,0
2,2,1,2,0,2,1,9,0
2,4,5,14,0,1,1,7,1
2,2,7,20,0,8,1,2,0
2,7,5,14,0,3,1,4,1
2,2,6,17,0,1,1,4,1
2,2,6,17,0,8,1,7,1
2,8,3,8,0,2,1,8,1
2,4,4,11,0,5,1,3,1
2,4,5,14,0,1,1,3,0
2,2,2,5,0,3,1,9,0
2,4,1,2,0,2,1,9,1
2,2,6,17,0,1,1,8,0
2,4,5,14,0,5,1,7,1
2,2,8,23,0,1,1,2,0
2,7,1,2,0,8,1,9,1
2,2,6,17,0,1,1,7,0
2,4,2,5,0,4,2,9,1
2,4,3,8,0,2,1,3,0
2,5,2,5,0,4,1,9,1
2,4,1,2,0,2,1,3,1
2,5,3,8,0,5,1,7,1
2,4,7,20,0,2,1,3,0
2,4,7,20,1,2,1,7,1
2,2,2,5,0,7,1,3,1
2,2,4,11,0,3,1,9,1
2,4,1,2,0,1,1,3,0
2,4,7,20,0,1,1,9,0
2,6,2,5,0,10,2,3,1
2,6,6,17,0,1,1,4,0
2,4,6,17,0,2,1,8,1
2,5,6,17,0,4,1,8,1
2,4,6,17,0,3,1,7,1
2,4,2,5,0,2,1,3,1
2,2,2,5,0,3,1,8,0
2,7,1,2,0,6,1,9,1
2,8,6,17,0,3,1,2,1
2,4,6,17,0,2,1,7,0
2,7,5,14,0,1,1,6,1
2,8,8,23,0,4,1,7,1
2,4,3,8,1,2,1,9,1
2,2,6,17,1,1,1,9,0
2,6,6,17,0,9,1,2,1
2,2,1,2,0,5,1,4,0
2,4,6,17,0,1,1,9,1
2,2,2,5,0,4,1,3,0
2,8,7,20,0,4,1,3,1
2,2,6,17,0,2,1,8,1
2,8,8,23,0,6,2,2,1
2,2,2,5,0,2,1,1,1
2,4,1,2,0,4,1,8,0
2,7,5,14,0,3,1,7,0
2,2,7,20,0,8,1,9,0
2,6,4,11,1,1,1,9,0
2,4,7,20,0,4,1,3,0
2,2,4,11,0,2,1,7,0
2,2,2,5,0,3,1,3,1
2,4,4,11,0,5,1,1,1
2,6,3,8,0,8,1,5,1
2,7,6,17,0,5,1,1,0
2,7,5,14,0,3,1,8,1
2,6,4,11,0,7,2,2,1
2,6,8,23,0,3,2,5,1
2,2,2,5,0,1,1,8,0
2,2,3,8,0,7,1,2,1
2,2,2,5,0,5,1,9,1
2,7,1,2,0,2,1,3,1
2,6,3,8,0,2,2,3,1
2,2,1,2,0,1,2,9,0
2,2,5,14,0,4,1,3,0
2,7,2,5,0,9,1,6,1
2,7,3,8,1,3,1,3,0
2,2,4,11,0,4,1,9,1
2,2,8,23,0,1,1,9,1
2,2,8,23,0,5,1,4,0
2,2,3,8,0,3,1,7,1
2,2,7,20,0,8,1,5,1
2,7,8,23,0,1,1,10,1
2,7,6,17,0,5,1,8,1
2,4,6,17,0,3,1,3,1
2,2,5,14,0,3,1,1,0
2,4,2,5,0,3,1,3,1
2,6,7,20,0,1,1,9,1
2,2,7,20,0,1,1,9,0
2,8,1,2,0,2,1,8,1
2,7,4,11,0,4,1,5,1
2,2,8,23,0,5,1,9,1
2,4,7,20,0,6,1,8,0
2,6,2,5,0,1,3,9,0
2,7,7,20,0,3,1,8,0
2,2,4,11,0,6,1,2,1
2,7,7,20,0,2,1,9,1
2,6,7,20,0,2,1,9,0
2,2,2,5,0,8,1,3,1
2,2,6,17,0,2,1,3,1
2,6,2,5,0,10,1,4,0
2,2,4,11,0,2,1,7,1
2,8,3,8,0,3,1,3,1
2,5,7,20,0,4,1,1,0
2,2,2,5,0,5,1,8,1
2,8,6,17,0,1,1,8,0
2,7,5,14,0,5,1,3,0
2,5,4,11,0,5,1,1,1
2,2,3,8,0,2,1,7,1
2,7,2,5,0,7,1,3,0
2,7,3,8,0,3,1,9,1
2,6,7,20,0,10,1,6,1
2,7,7,20,0,7,1,1,1
2,2,5,14,0,2,1,7,0
2,8,4,11,0,2,1,1,1
2,4,1,2,0,3,1,9,0
2,2,6,17,0,5,1,7,1
2,4,7,20,0,10,1,2,1
2,2,6,17,0,4,1,6,1
2,4,6,17,0,2,1,8,0
2,7,3,8,0,7,1,2,1
2,7,2,5,0,2,1,9,1
2,7,5,14,0,3,1,3,0
2,7,4,11,0,1,1,6,0
2,6,3,8,0,7,1,3,0
2,2,7,20,0,1,1,9,0
2,2,2,5,0,7,1,9,1
2,6,1,2,0,1,3,9,1
2,2,2,5,0,9,1,1,1
2,2,6,17,0,5,1,1,0
2,4,5,14,1,3,1,9,1
2,4,4,11,0,2,1,8,1
2,7,6,17,0,2,1,1,0
2,8,3,8,0,3,1,7,1
2,2,8,23,0,7,1,3,0
2,4,8,23,0,2,1,1,1
2,6,7,20,0,2,1,8,0
2,7,4,11,0,2,1,2,1
2,4,6,17,0,4,1,9,0
2,4,8,23,0,1,1,7,1
2,2,2,5,0,4,1,3,1
2,4,8,23,0,1,1,7,1
2,5,7,20,0,5,1,3,1
2,4,3,8,0,5,1,3,1
2,6,5,14,0,9,2,9,1
2,7,4,11,0,3,1,8,1
2,4,3,8,0,3,1,3,0
2,4,4,11,0,5,1,1,0
2,4,4,11,0,2,1,3,0
2,5,8,23,0,3,1,1,0
2,4,7,20,0,6,1,8,1
2,2,7,20,0,3,1,3,0
2,7,8,23,0,3,1,3,0
2,2,3,8,0,1,1,3,0
2,6,8,23,0,1,1,7,1
2,2,5,14,0,5,1,1,1
2,4,7,20,0,2,1,8,0
2,2,1,2,0,8,1,3,0
2,4,2,5,0,3,1,9,0
2,2,6,17,0,1,1,1,0
2,4,4,11,0,2,1,2,1
2,2,3,8,0,4,1,1,1
2,2,5,14,0,6,1,7,0
2,2,3,8,0,6,1,8,0
2,2,2,5,1,1,1,9,0
2,4,8,23,0,1,1,9,1
2,6,7,20,0,8,1,9,0
2,7,4,11,0,2,1,8,0
2,2,5,14,0,2,2,1,1
2,7,2,5,0,5,1,9,1
2,7,1,2,0,3,1,6,0
2,2,6,17,0,6,1,3,0
2,7,3,8,0,6,1,2,1
2,4,7,20,0,1,1,3,0
2,2,7,20,0,8,1,1,1
2,4,7,20,0,1,1,9,0
2,2,3,8,0,2,1,7,0
2,7,7,20,0,7,1,7,0
2,7,7,20,0,2,1,3,1
2,2,2,5,0,8,1,9,1
2,4,5,14,0,2,1,3,1
2,7,7,20,0,3,1,1,0
2,7,6,17,0,3,1,9,1
2,2,2,5,0,2,1,3,1
2,8,7,20,0,1,1,3,0
2,4,1,2,0,5,2,7,1
2,8,2,5,0,6,1,3,0
2,2,3,8,0,4,1,3,1
2,2,1,2,0,4,1,3,1
2,7,5,14,0,6,1,3,1
2,2,2,5,0,1,1,9,1
2,4,8,23,0,2,1,5,1
2,8,6,17,0,3,1,3,0
2,2,7,20,0,1,1,3,1
2,2,2,5,0,1,1,3,0
2,2,8,23,0,1,1,9,1
2,7,3,8,0,2,2,2,1
2,2,1,2,0,5,1,8,0
2,2,8,23,0,4,1,1,1
2,7,1,2,0,4,1,3,0
2,2,3,8,0,2,1,9,0
2,7,3,8,0,3,1,8,1
2,2,5,14,0,1,1,3,0
2,7,2,5,0,2,1,9,1
2,2,2,5,0,6,1,9,1
2,2,8,23,0,3,1,7,1
2,2,3,8,0,5,1,3,0
2,4,4,11,0,3,1,9,1
2,2,6,17,0,7,1,9,0
2,2,8,23,0,8,1,1,0
2,7,2,5,0,8,1,3,0
2,5,6,17,0,6,1,5,0
2,7,6,17,0,3,1,7,1
2,2,2,5,0,1,1,2,1
2,2,4,11,0,6,1,2,1
2,4,7,20,0,5,1,3,1
2,7,5,14,0,3,1,9,0
2,2,5,14,0,2,1,2,0
2,2,2,5,0,2,1,3,0
2,4,4,11,0,6,1,5,1
2,4,3,8,0,5,1,1,1
2,7,2,5,0,1,1,7,1
2,4,7,20,0,5,1,10,1
2,4,7,20,0,4,1,4,1
2,2,5,14,0,5,1,3,0
2,7,2,5,0,1,1,3,1
2,7,7,20,0,5,1,1,0
2,7,7,20,0,2,1,7,1
2,2,2,5,0,2,1,3,0
2,8,6,17,0,7,1,1,0
2,4,4,11,0,4,1,4,0
2,4,6,17,0,7,1,1,1
2,2,7,20,0,1,1,2,1
2,2,1,2,1,1,1,9,1
2,6,2,5,0,10,1,9,1
2,7,7,20,0,1,1,7,1
2,6,7,20,0,2,1,8,1
2,7,8,23,0,5,1,6,0
2,4,6,17,0,9,1,3,1
2,4,3,8,0,8,1,8,1
2,7,2,5,0,3,1,3,1
2,4,8,23,0,2,1,7,0
2,2,7,20,0,3,1,3,1
2,4,1,2,0,1,1,3,1
2,8,1,2,0,7,1,9,1
2,4,8,23,0,5,1,3,0
2,2,4,11,0,7,1,2,0
2,2,4,11,0,4,1,2,0
2,4,8,23,0,2,1,9,0
2,7,8,23,0,3,1,2,1
2,2,1,2,0,7,1,9,1
2,6,1,2,0,5,1,9,0
2,5,6,17,0,3,1,7,1
2,4,4,11,0,2,1,5,1
2,6,2,5,0,4,1,9,1
2,4,5,14,0,4,1,10,0
2,7,7,20,0,8,1,3,1
2,7,6,17,0,2,1,3,0
2,8,2,5,0,1,1,8,1
2,4,3,8,0,5,1,3,1
2,7,2,5,0,3,1,3,0
2,4,7,20,0,7,1,8,0
2,7,2,5,0,2,1,3,1
2,6,7,20,0,2,1,3,0
2,2,4,11,0,5,1,3,1
2,2,6,17,0,5,1,1,1
2,4,6,17,0,3,1,8,1
2,4,3,8,0,5,1,9,0
2,7,4,11,0,7,1,2,1
2,6,7,20,0,3,1,1,1
2,2,7,20,0,1,1,9,1
2,2,7,20,0,2,1,7,0
2,4,5,14,0,3,1,7,1
2,4,2,5,0,2,1,9,1
2,6,6,17,0,2,1,8,1
2,2,6,17,0,1,1,3,0
2,2,4,11,0,1,1,9,0
2,4,2,5,0,3,1,3,0
2,2,2,5,0,6,1,9,1
2,7,8,23,0,9,1,1,0
2,2,6,17,0,8,1,5,1
2,2,4,11,0,4,2,2,1
2,4,3,8,0,3,1,3,0
2,5,8,23,0,8,1,10,1
2,7,7,20,0,7,2,1,1
2,4,6,17,0,3,1,6,0
2,2,3,8,0,6,1,3,0
2,6,7,20,0,5,1,9,1
2,7,7,20,0,4,1,8,0
2,2,6,17,1,3,1,9,1
2,4,3,8,0,2,1,8,1
2,2,8,23,0,2,1,5,1
2,7,1,2,0,8,1,3,1
2,6,3,8,0,9,2,2,1
2,4,3,8,0,2,3,8,0
2,2,1,2,0,3,1,9,0
2,8,3,8,0,2,1,1,0
